Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
FFAR3	0	0	0	0	1	0	0	0	0	1	1	1
FFAR4	0	0	0	0	1	0	0	0	0	1	1	1
FGD1	0	0	0	0	1	0	0	0	0	1	1	1
FGD5	0	0	0	0	1	0	0	0	0	1	1	1
FGF3	0	0	0	0	0	1	0	0	0	1	1	1
FGF8	0	0	0	0	1	0	0	0	0	1	1	1
FGFR3	0	0	0	0	1	0	0	0	0	1	1	1
FGL2	0	0	0	0	0	1	0	0	0	1	1	1
FH	0	0	0	0	1	0	0	0	0	1	1	1
FHOD1	0	0	0	0	1	0	0	0	0	1	1	1
FHOD3	0	0	0	0	1	0	0	0	0	1	1	1
FIG4	0	0	0	0	0	0	0	1	0	1	1	1
FIGNL2	0	0	0	0	1	0	0	0	0	1	1	1
FKBP10	1	0	0	0	0	0	0	0	0	1	1	1
FLCN	0	0	0	0	1	0	0	0	0	1	1	1
FLII	0	0	0	0	1	0	0	0	0	1	1	1
FLT1	0	0	0	0	1	0	0	0	0	1	1	1
FLYWCH1	0	0	0	0	1	0	0	0	0	1	1	1
FLYWCH2	0	0	0	0	1	0	0	0	0	1	1	1
FMNL3	0	0	0	0	1	0	0	0	0	1	1	1
FNDC10	0	0	1	0	0	0	0	0	0	1	1	1
FNDC7	0	0	0	0	1	0	0	0	0	1	1	1
FNTB	0	0	0	0	0	1	0	0	0	1	1	1
FOCAD	0	0	0	0	1	0	0	0	0	1	1	1
FOXF2	0	0	0	0	1	0	0	0	0	1	1	1
FOXI3	0	0	0	0	1	0	0	0	0	1	1	1
FOXL1	0	0	0	0	1	0	0	0	0	1	1	1
FOXN1	0	0	0	0	1	0	0	0	0	1	1	1
FOXN4	0	0	0	0	1	0	0	0	0	1	1	1
FPGS	0	0	0	0	1	0	0	0	0	1	1	1
FPR1	0	0	0	0	1	0	0	0	0	1	1	1
FRAT1	0	0	0	0	1	0	0	0	0	1	1	1
FRAT2	0	0	0	0	1	0	0	0	0	1	1	1
FRMD1	0	0	0	0	1	0	0	0	0	1	1	1
FRMD4A	0	0	0	0	1	0	0	0	0	1	1	1
FRMD4B	0	0	0	0	1	0	0	0	0	1	1	1
FRMD6	0	0	0	0	1	0	0	0	0	1	1	1
FRRS1L	0	0	0	0	1	0	0	0	0	1	1	1
FTSJ1	0	0	0	0	1	0	0	0	0	1	1	1
FURIN	0	0	0	0	1	0	0	0	0	1	1	1
FUS	0	0	0	0	1	0	0	0	0	1	1	1
FUT4	0	0	0	0	1	0	0	0	0	1	1	1
FUZ	0	0	0	0	1	0	0	0	0	1	1	1
FXR2	0	0	0	0	1	0	0	0	0	1	1	1
FYN	0	0	0	0	1	0	0	0	0	1	1	1
FYTTD1	0	0	0	0	1	0	0	0	0	1	1	1
FZD4	0	0	0	0	1	0	0	0	0	1	1	1
FZD8	0	0	0	0	1	0	0	0	0	1	1	1
FZR1	0	0	0	0	1	0	0	0	0	1	1	1
GAA	0	0	0	0	1	0	0	0	0	1	1	1
GAB1	0	0	0	0	1	0	0	0	0	1	1	1
GABRA2	0	0	0	0	1	0	0	0	0	1	1	1
GABRB3	0	0	0	0	1	0	0	0	0	1	1	1
GABRQ	0	0	0	0	1	0	0	0	0	1	1	1
GABRR1	0	0	0	0	1	0	0	0	0	1	1	1
GAL3ST2	0	0	0	0	1	0	0	0	0	1	1	1
GALNS	0	0	0	0	1	0	0	0	0	1	1	1
GALNT1	0	0	0	0	1	0	0	0	0	1	1	1
GALNT13	0	0	0	0	1	0	0	0	0	1	1	1
GALNT14	0	0	0	0	1	0	0	0	0	1	1	1
GALP	0	0	0	0	1	0	0	0	0	1	1	1
GANAB	0	0	0	0	1	0	0	0	0	1	1	1
GAPDH	0	0	0	1	0	0	0	0	0	1	1	1
GAS2L3	0	0	0	0	1	0	0	0	0	1	1	1
GAS6	0	0	0	0	1	0	0	0	0	1	1	1
GATA4	0	0	0	0	1	0	0	0	0	1	1	1
GATA6	0	0	0	1	0	0	0	0	0	1	1	1
GBF1	0	0	0	0	1	0	0	0	0	1	1	1
GBX1	0	0	0	0	0	1	0	0	0	1	1	1
GCC2	0	0	0	0	1	0	0	0	0	1	1	1
GCKR	0	0	0	0	1	0	0	0	0	1	1	1
GDF11	1	0	0	0	0	0	0	0	0	1	1	1
GDF15	0	0	0	0	1	0	0	0	0	1	1	1
GDF6	0	0	0	0	1	0	0	0	0	1	1	1
GDF9	0	0	0	0	1	0	0	0	0	1	1	1
GDPD5	0	0	0	0	1	0	0	0	0	1	1	1
GEMIN5	0	0	0	0	1	0	0	0	0	1	1	1
GEMIN8	0	0	0	0	1	0	0	0	0	1	1	1
GEN1	0	0	0	0	1	0	0	0	0	1	1	1
GFRA4	0	0	0	0	1	0	0	0	0	1	1	1
GGA2	0	0	0	0	0	1	0	0	0	1	1	1
GGCX	0	0	0	0	1	0	0	0	0	1	1	1
GGN	0	0	0	0	1	0	0	0	0	1	1	1
GIGYF1	0	0	0	0	1	0	0	0	0	1	1	1
GIMAP2	0	0	0	0	1	0	0	0	0	1	1	1
GIPR	0	0	0	0	1	0	0	0	0	1	1	1
GIT2	0	0	0	0	1	0	0	0	0	1	1	1
GJB6	0	0	0	0	1	0	0	0	0	1	1	1
GLB1	0	0	0	0	1	0	0	0	0	1	1	1
GLB1L3	0	0	0	0	1	0	0	0	0	1	1	1
GLE1	1	0	0	0	0	0	0	0	0	1	1	1
GLI2	0	0	0	0	1	0	0	0	0	1	1	1
GLMP	0	0	0	0	0	1	0	0	0	1	1	1
GLP1R	0	0	0	0	1	0	0	0	0	1	1	1
GLS	0	0	0	0	1	0	0	0	0	1	1	1
GLS2	0	0	0	0	1	0	0	0	0	1	1	1
GLTPD2	0	0	0	0	1	0	0	0	0	1	1	1
GLYATL2	0	0	0	0	1	0	0	0	0	1	1	1
GLYCTK	0	0	0	0	1	0	0	0	0	1	1	1
GLYR1	0	0	0	0	1	0	0	0	0	1	1	1
GMEB2	0	0	0	0	1	0	0	0	0	1	1	1
GMPR	0	0	0	0	1	0	0	0	0	1	1	1
GNA12	0	0	0	0	1	0	0	0	0	1	1	1
GNAT3	0	0	0	0	1	0	0	0	0	1	1	1
GNB4	0	0	0	0	1	0	0	0	0	1	1	1
GNE	0	0	0	0	1	0	0	0	0	1	1	1
GNL1	0	0	0	0	1	0	0	0	0	1	1	1
GOLGA6L1	0	0	0	0	1	0	0	0	0	1	1	1
GOLGA6L10	0	0	0	1	0	0	0	0	0	1	1	1
GOLGA6L6	0	0	0	0	1	0	0	0	0	1	1	1
GOLGA8H	0	0	0	0	1	0	0	0	0	1	1	1
GPATCH3	0	0	0	0	1	0	0	0	0	1	1	1
GPC1	1	0	0	0	0	0	0	0	0	1	1	1
GPC5	0	0	0	0	1	0	0	0	0	1	1	1
GPD2	0	0	0	0	1	0	0	0	0	1	1	1
GPN1	0	0	0	0	1	0	0	0	0	1	1	1
GPR101	0	0	0	0	1	0	0	0	0	1	1	1
GPR135	0	0	0	0	1	0	0	0	0	1	1	1
GPR15	0	0	0	0	1	0	0	0	0	1	1	1
GPR152	0	0	0	0	1	0	0	0	0	1	1	1
GPR158	0	0	0	0	1	0	0	0	0	1	1	1
GPR162	0	0	0	0	1	0	0	0	0	1	1	1
GPR179	0	0	0	0	1	0	0	0	0	1	1	1
GPR27	0	0	0	0	1	0	0	0	0	1	1	1
GPR32	0	0	0	0	1	0	0	0	0	1	1	1
GPR37	0	0	0	0	1	0	0	0	0	1	1	1
GPSM1	0	0	0	0	1	0	0	0	0	1	1	1
GPT	0	0	0	0	1	0	0	0	0	1	1	1
GPT2	0	0	0	0	1	0	0	0	0	1	1	1
GREM2	0	0	0	0	1	0	0	0	0	1	1	1
GRIA3	0	0	0	0	1	0	0	0	0	1	1	1
GRID1	0	0	0	0	1	0	0	0	0	1	1	1
GRID2	0	0	0	0	1	0	0	0	0	1	1	1
GRID2IP	0	0	0	0	1	0	0	0	0	1	1	1
GRIN1	0	0	0	0	1	0	0	0	0	1	1	1
GRK6	0	0	0	0	1	0	0	0	0	1	1	1
GRM5	0	0	0	0	1	0	0	0	0	1	1	1
GRXCR1	0	0	0	0	1	0	0	0	0	1	1	1
GSE1	0	0	0	0	1	0	0	0	0	1	1	1
GSG1L	0	0	0	0	1	0	0	0	0	1	1	1
GSN	0	0	0	0	1	0	0	0	0	1	1	1
GSR	0	0	0	0	1	0	0	0	0	1	1	1
GSTA3	0	0	0	0	1	0	0	0	0	1	1	1
GSTCD	1	0	0	0	0	0	0	0	0	1	1	1
GSTZ1	0	0	0	0	0	0	0	1	0	1	1	1
GSX1	0	0	0	0	1	0	0	0	0	1	1	1
GTF2A2	0	0	0	0	1	0	0	0	0	1	1	1
GTF2IRD1	0	0	0	0	1	0	0	0	0	1	1	1
GUCY1A1	0	0	0	0	1	0	0	0	0	1	1	1
GUCY2D	0	0	0	0	0	1	0	0	0	1	1	1
H2BC21	0	0	0	0	1	0	0	0	0	1	1	1
H3-4	0	0	0	0	1	0	0	0	0	1	1	1
H4-16	0	0	0	0	1	0	0	0	0	1	1	1
HABP2	0	0	0	0	1	0	0	0	0	1	1	1
HACD3	0	0	1	0	0	0	0	0	0	1	1	1
HADHB	0	0	0	0	1	0	0	0	0	1	1	1
HAL	0	0	0	0	1	0	0	0	0	1	1	1
HAPLN1	0	0	0	0	1	0	0	0	0	1	1	1
HARS1	0	0	0	0	1	0	0	0	0	1	1	1
HAUS5	0	0	0	0	1	0	0	0	0	1	1	1
HAUS6	0	0	0	0	1	0	0	0	0	1	1	1
HAVCR2	0	0	0	0	1	0	0	0	0	1	1	1
HCAR1	0	0	0	0	1	0	0	0	0	1	1	1
HCCS	0	0	0	0	0	0	0	1	0	1	1	1
HCFC1	1	0	0	0	0	0	0	0	0	1	1	1
HCN2	0	0	0	0	1	0	0	0	0	1	1	1
HCN4	0	0	0	0	1	0	0	0	0	1	1	1
HDAC4	0	0	0	0	1	0	0	0	0	1	1	1
HDGFL1	0	0	0	0	1	0	0	0	0	1	1	1
HDHD2	0	0	0	0	1	0	0	0	0	1	1	1
HDLBP	0	0	0	0	1	0	0	0	0	1	1	1
HEATR1	0	0	0	0	1	0	0	0	0	1	1	1
HEATR4	0	0	0	0	1	0	0	0	0	1	1	1
HECW1	0	0	0	0	1	0	0	0	0	1	1	1
HECW2	0	0	0	0	1	0	0	0	0	1	1	1
HELZ2	0	0	0	0	1	0	0	0	0	1	1	1
HEPHL1	0	0	0	0	1	0	0	0	0	1	1	1
HERC1	0	0	0	0	1	0	0	0	0	1	1	1
HERC2	0	0	0	0	1	0	0	0	0	1	1	1
HEXIM2	0	0	0	0	1	0	0	0	0	1	1	1
HEYL	0	0	0	0	1	0	0	0	0	1	1	1
HFE	0	0	0	0	0	1	0	0	0	1	1	1
HHATL	0	0	0	0	1	0	0	0	0	1	1	1
HIC1	0	0	0	0	1	0	0	0	0	1	1	1
HIP1	0	0	0	0	1	0	0	0	0	1	1	1
HIP1R	0	0	0	0	1	0	0	0	0	1	1	1
HIVEP2	0	0	0	0	1	0	0	0	0	1	1	1
HK2	0	0	0	0	1	0	0	0	0	1	1	1
HLA-B	0	0	0	0	1	0	0	0	0	1	1	1
HLA-C	0	0	0	0	1	0	0	0	0	1	1	1
HLA-DRB5	0	0	0	0	1	0	0	0	0	1	1	1
HLA-F	0	0	0	0	1	0	0	0	0	1	1	1
HMGN3	0	0	0	0	1	0	0	0	0	1	1	1
HMGXB3	0	0	0	0	1	0	0	0	0	1	1	1
HNF4G	0	0	0	0	1	0	0	0	0	1	1	1
HNRNPF	0	0	0	0	1	0	0	0	0	1	1	1
HNRNPLL	0	0	0	0	1	0	0	0	0	1	1	1
HOOK1	0	0	0	0	1	0	0	0	0	1	1	1
HOXA4	0	0	1	0	0	0	0	0	0	1	1	1
HOXA6	0	0	0	0	1	0	0	0	0	1	1	1
HOXA7	0	0	0	0	1	0	0	0	0	1	1	1
HOXB8	0	0	0	0	1	0	0	0	0	1	1	1
HOXC9	0	0	0	0	1	0	0	0	0	1	1	1
HOXD1	0	0	0	0	1	0	0	0	0	1	1	1
HOXD11	0	0	0	0	1	0	0	0	0	1	1	1
HOXD3	0	0	0	0	1	0	0	0	0	1	1	1
HPCAL1	0	0	0	0	0	1	0	0	0	1	1	1
HPSE2	0	0	0	0	1	0	0	0	0	1	1	1
HR	0	0	0	0	1	0	0	0	0	1	1	1
HRG	0	0	0	0	1	0	0	0	0	1	1	1
HRH1	0	0	0	0	1	0	0	0	0	1	1	1
HRH3	0	0	0	0	1	0	0	0	0	1	1	1
HRH4	0	0	0	0	1	0	0	0	0	1	1	1
HS6ST3	0	0	0	0	1	0	0	0	0	1	1	1
HSD11B1	0	0	0	0	1	0	0	0	0	1	1	1
HSD17B1	0	0	0	0	1	0	0	0	0	1	1	1
HSF4	0	0	0	0	1	0	0	0	0	1	1	1
HSPA12A	0	0	0	0	1	0	0	0	0	1	1	1
HSPA2	0	0	0	0	1	0	0	0	0	1	1	1
HSPA9	0	0	0	0	0	1	0	0	0	1	1	1
HSPB2	0	0	0	0	1	0	0	0	0	1	1	1
HTT	0	0	0	0	1	0	0	0	0	1	1	1
HUWE1	0	0	0	0	1	0	0	0	0	1	1	1
HYOU1	0	0	0	0	1	0	0	0	0	1	1	1
IARS1	0	0	0	0	1	0	0	0	0	1	1	1
ICE2	0	0	0	0	1	0	0	0	0	1	1	1
IDH1	0	0	0	0	1	0	0	0	0	1	1	1
IDI2	0	0	0	0	0	0	0	0	1	1	1	1
IDS	0	0	0	0	1	0	0	0	0	1	1	1
IFI16	0	0	0	0	0	1	0	0	0	1	1	1
IFI27	0	0	1	0	0	0	0	0	0	1	1	1
IFIT5	0	0	0	0	1	0	0	0	0	1	1	1
IFT122	0	0	0	0	1	0	0	0	0	1	1	1
IGF1R	0	0	0	0	1	0	0	0	0	1	1	1
IGF2BP1	0	0	0	0	1	0	0	0	0	1	1	1
IGFBP2	0	0	0	1	0	0	0	0	0	1	1	1
IGFBP5	0	0	0	0	1	0	0	0	0	1	1	1
IGHM	0	0	0	0	1	0	0	0	0	1	1	1
IGHV4-59	0	0	0	0	1	0	0	0	0	1	1	1
IGHV5-10-1	0	0	0	0	1	0	0	0	0	1	1	1
IGKV1D-43	0	0	0	0	1	0	0	0	0	1	1	1
IGLV3-22	0	0	0	0	0	1	0	0	0	1	1	1
IGLV5-45	0	0	0	0	1	0	0	0	0	1	1	1
IGSF22	0	0	0	0	1	0	0	0	0	1	1	1
IKBKB	0	0	0	0	1	0	0	0	0	1	1	1
IL10RA	0	0	1	0	0	0	0	0	0	1	1	1
IL10RB	0	0	0	0	0	1	0	0	0	1	1	1
IL11RA	0	0	0	0	1	0	0	0	0	1	1	1
IL13	0	0	0	0	1	0	0	0	0	1	1	1
IL15RA	0	0	0	0	1	0	0	0	0	1	1	1
IL17C	0	0	0	0	1	0	0	0	0	1	1	1
IL17RC	1	0	0	0	0	0	0	0	0	1	1	1
IL17RD	0	0	0	0	1	0	0	0	0	1	1	1
IL1R1	0	0	0	0	1	0	0	0	0	1	1	1
IL21R	0	0	0	0	1	0	0	0	0	1	1	1
IL2RA	0	0	0	0	1	0	0	0	0	1	1	1
IL32	0	0	0	0	1	0	0	0	0	1	1	1
IL6ST	1	0	0	0	0	0	0	0	0	1	1	1
ILF3	0	0	0	0	1	0	0	0	0	1	1	1
IMPA2	0	0	0	0	1	0	0	0	0	1	1	1
IMPG2	0	0	0	0	1	0	0	0	0	1	1	1
INAFM2	0	0	0	0	1	0	0	0	0	1	1	1
INF2	0	0	0	0	1	0	0	0	0	1	1	1
INKA2	0	0	0	0	1	0	0	0	0	1	1	1
INPP5E	0	0	0	0	1	0	0	0	0	1	1	1
INPP5F	0	0	0	0	1	0	0	0	0	1	1	1
INSC	0	0	0	0	1	0	0	0	0	1	1	1
INTS12	0	0	0	0	1	0	0	0	0	1	1	1
INTS6	0	0	0	0	1	0	0	0	0	1	1	1
IP6K1	0	0	0	0	1	0	0	0	0	1	1	1
IP6K2	0	0	0	0	0	1	0	0	0	1	1	1
IQCG	0	0	0	0	1	0	0	0	0	1	1	1
IQCN	0	0	0	0	1	0	0	0	0	1	1	1
IQGAP3	0	0	0	0	1	0	0	0	0	1	1	1
IQSEC1	0	0	0	0	1	0	0	0	0	1	1	1
IQSEC3	0	0	0	0	1	0	0	0	0	1	1	1
IRAK1	0	0	0	0	1	0	0	0	0	1	1	1
IRAK4	0	0	0	0	1	0	0	0	0	1	1	1
IRF2BP2	0	0	0	0	1	0	0	0	0	1	1	1
IRF3	0	0	0	0	1	0	0	0	0	1	1	1
IRF4	0	0	0	0	1	0	0	0	0	1	1	1
IRF7	0	0	0	0	1	0	0	0	0	1	1	1
IRGC	0	0	0	0	1	0	0	0	0	1	1	1
IRS1	0	0	0	0	1	0	0	0	0	1	1	1
IRS2	0	0	0	0	1	0	0	0	0	1	1	1
IRS4	0	0	1	0	0	0	0	0	0	1	1	1
ISG15	0	0	0	0	1	0	0	0	0	1	1	1
ISM2	0	0	0	0	1	0	0	0	0	1	1	1
ISYNA1	0	0	0	0	1	0	0	0	0	1	1	1
ITGA10	0	0	0	0	1	0	0	0	0	1	1	1
ITGA3	0	0	0	0	1	0	0	0	0	1	1	1
ITGA5	0	0	0	0	0	1	0	0	0	1	1	1
ITGAE	0	0	0	0	1	0	0	0	0	1	1	1
ITGAL	0	0	0	0	0	1	0	0	0	1	1	1
ITGAX	0	0	0	0	0	0	0	1	0	1	1	1
ITGB1	0	0	0	0	1	0	0	0	0	1	1	1
ITGB4	0	0	0	0	1	0	0	0	0	1	1	1
ITIH6	0	0	0	0	1	0	0	0	0	1	1	1
ITPR1	0	0	0	0	1	0	0	0	0	1	1	1
ITSN2	0	0	0	0	1	0	0	0	0	1	1	1
IWS1	0	0	0	0	1	0	0	0	0	1	1	1
JADE3	0	0	0	0	1	0	0	0	0	1	1	1
JAG1	0	0	0	0	1	0	0	0	0	1	1	1
JAK2	0	0	0	0	0	1	0	0	0	1	1	1
JAKMIP1	0	0	0	0	1	0	0	0	0	1	1	1
JAKMIP3	0	0	0	0	1	0	0	0	0	1	1	1
JKAMP	0	0	0	0	1	0	0	0	0	1	1	1
JMJD7-PLA2G4B	0	0	0	0	1	0	0	0	0	1	1	1
JOSD1	0	0	0	0	1	0	0	0	0	1	1	1
KANK1	0	0	0	0	1	0	0	0	0	1	1	1
KANSL1	0	0	0	0	1	0	0	0	0	1	1	1
KANSL1L	0	0	0	0	1	0	0	0	0	1	1	1
KARS1	0	0	0	0	1	0	0	0	0	1	1	1
KATNIP	0	0	0	0	1	0	0	0	0	1	1	1
KAZN	0	0	0	0	1	0	0	0	0	1	1	1
KBTBD11	0	0	0	0	1	0	0	0	0	1	1	1
KBTBD7	0	0	0	0	1	0	0	0	0	1	1	1
KCNC3	0	0	0	0	1	0	0	0	0	1	1	1
KCNG3	0	0	0	0	1	0	0	0	0	1	1	1
KCNH2	0	0	0	0	1	0	0	0	0	1	1	1
KCNH5	0	0	0	0	1	0	0	0	0	1	1	1
KCNH8	0	0	0	0	1	0	0	0	0	1	1	1
KCNIP2	0	0	0	0	1	0	0	0	0	1	1	1
KCNJ4	0	0	0	0	1	0	0	0	0	1	1	1
KCNK1	0	0	0	0	1	0	0	0	0	1	1	1
KCNK13	0	0	0	0	0	0	0	0	1	1	1	1
KCNMB4	0	0	0	0	1	0	0	0	0	1	1	1
KCNQ2	0	0	0	0	1	0	0	0	0	1	1	1
KCNV1	0	0	0	0	1	0	0	0	0	1	1	1
KCTD1	0	0	0	0	1	0	0	0	0	1	1	1
KCTD13	0	0	0	0	1	0	0	0	0	1	1	1
KCTD21	0	0	0	0	1	0	0	0	0	1	1	1
KCTD3	0	0	0	0	1	0	0	0	0	1	1	1
KCTD7	0	0	0	0	1	0	0	0	0	1	1	1
KDM2A	0	0	0	0	1	0	0	0	0	1	1	1
KDM4B	0	0	0	0	1	0	0	0	0	1	1	1
KDM5B	0	0	0	0	1	0	0	0	0	1	1	1
KDM5C	0	0	0	0	1	0	0	0	0	1	1	1
KDM8	0	0	0	0	0	1	0	0	0	1	1	1
KIAA0895	0	0	0	0	1	0	0	0	0	1	1	1
KIAA1522	0	0	0	0	1	0	0	0	0	1	1	1
KIAA2026	0	0	0	0	1	0	0	0	0	1	1	1
KIDINS220	0	0	0	0	1	0	0	0	0	1	1	1
KIF18B	0	0	1	0	0	0	0	0	0	1	1	1
KIF1A	0	0	0	0	1	0	0	0	0	1	1	1
KIF1C	0	0	0	0	1	0	0	0	0	1	1	1
KIF20B	0	0	0	0	1	0	0	0	0	1	1	1
KIF26A	0	0	0	0	1	0	0	0	0	1	1	1
KIF3C	0	0	0	0	1	0	0	0	0	1	1	1
KIF4A	0	0	0	0	1	0	0	0	0	1	1	1
KIF7	0	0	0	0	1	0	0	0	0	1	1	1
KIFAP3	0	0	0	0	1	0	0	0	0	1	1	1
KIR3DL2	0	0	0	0	1	0	0	0	0	1	1	1
KIRREL1	0	0	0	0	1	0	0	0	0	1	1	1
KLB	0	0	0	0	1	0	0	0	0	1	1	1
KLF1	0	0	0	0	1	0	0	0	0	1	1	1
KLF14	0	0	0	0	1	0	0	0	0	1	1	1
KLF17	0	0	0	0	1	0	0	0	0	1	1	1
KLF7	0	0	0	0	1	0	0	0	0	1	1	1
KLHL26	0	0	0	0	1	0	0	0	0	1	1	1
KLHL3	0	0	0	0	1	0	0	0	0	1	1	1
KLHL34	0	0	0	0	1	0	0	0	0	1	1	1
KLHL38	0	0	0	0	1	0	0	0	0	1	1	1
KLHL40	0	0	0	0	0	1	0	0	0	1	1	1
KLK13	0	0	0	0	1	0	0	0	0	1	1	1
KLRG2	0	0	0	0	1	0	0	0	0	1	1	1
KMT2B	1	0	0	0	0	0	0	0	0	1	1	1
KNSTRN	0	0	0	0	1	0	0	0	0	1	1	1
KPNB1	0	0	0	0	1	0	0	0	0	1	1	1
KRBA1	0	0	0	0	1	0	0	0	0	1	1	1
KRBA2	0	0	0	0	1	0	0	0	0	1	1	1
KRT1	0	0	0	0	1	0	0	0	0	1	1	1
KRT27	0	0	0	0	1	0	0	0	0	1	1	1
KRT31	0	0	0	0	1	0	0	0	0	1	1	1
KRT39	0	0	0	0	1	0	0	0	0	1	1	1
KRT4	0	0	0	0	1	0	0	0	0	1	1	1
KRT5	0	0	0	0	1	0	0	0	0	1	1	1
KRT6A	0	0	0	0	1	0	0	0	0	1	1	1
KRT71	0	0	0	0	1	0	0	0	0	1	1	1
KRT73	0	0	0	0	1	0	0	0	0	1	1	1
KRTAP10-1	0	0	0	0	1	0	0	0	0	1	1	1
KRTAP10-5	0	0	0	0	1	0	0	0	0	1	1	1
KRTAP2-2	0	0	0	0	1	0	0	0	0	1	1	1
KRTAP4-11	0	0	0	0	1	0	0	0	0	1	1	1
KRTAP4-2	0	0	0	0	1	0	0	0	0	1	1	1
KRTAP4-9	0	0	0	0	1	0	0	0	0	1	1	1
KRTAP5-4	0	0	1	0	0	0	0	0	0	1	1	1
KRTAP5-7	0	0	0	1	0	0	0	0	0	1	1	1
KRTAP9-1	0	0	0	1	0	0	0	0	0	1	1	1
KRTAP9-9	0	0	0	0	1	0	0	0	0	1	1	1
KSR1	0	0	0	0	1	0	0	0	0	1	1	1
KYAT3	0	0	0	0	1	0	0	0	0	1	1	1
L3MBTL1	0	0	0	0	1	0	0	0	0	1	1	1
LACTB2	0	0	0	0	1	0	0	0	0	1	1	1
LAD1	0	0	0	0	1	0	0	0	0	1	1	1
LAMA3	0	0	0	0	1	0	0	0	0	1	1	1
LAMA4	0	0	0	0	1	0	0	0	0	1	1	1
LAMB1	0	0	0	0	1	0	0	0	0	1	1	1
LAMC2	0	0	1	0	0	0	0	0	0	1	1	1
LAMTOR4	0	0	0	0	1	0	0	0	0	1	1	1
LARGE1	0	0	0	0	1	0	0	0	0	1	1	1
LARP1	1	0	0	0	0	0	0	0	0	1	1	1
LAS1L	0	0	0	0	1	0	0	0	0	1	1	1
LCE1E	0	0	0	0	1	0	0	0	0	1	1	1
LCP1	0	0	0	0	0	0	0	1	0	1	1	1
LCTL	0	0	0	0	1	0	0	0	0	1	1	1
LDAF1	0	0	0	0	1	0	0	0	0	1	1	1
LDB1	0	0	0	0	1	0	0	0	0	1	1	1
LDB3	0	0	0	0	1	0	0	0	0	1	1	1
LEMD2	0	0	0	0	1	0	0	0	0	1	1	1
LETM1	0	0	0	0	1	0	0	0	0	1	1	1
LGALS8	0	0	0	0	1	0	0	0	0	1	1	1
LHCGR	0	0	0	0	1	0	0	0	0	1	1	1
LHX5	0	0	0	0	1	0	0	0	0	1	1	1
LILRA2	0	0	0	0	1	0	0	0	0	1	1	1
LILRB1	0	0	0	0	1	0	0	0	0	1	1	1
LIMA1	0	0	0	0	1	0	0	0	0	1	1	1
LINC02203	0	0	0	0	1	0	0	0	0	1	1	1
LINGO3	0	0	0	0	1	0	0	0	0	1	1	1
LINGO4	0	0	0	0	1	0	0	0	0	1	1	1
LIPK	0	0	0	0	1	0	0	0	0	1	1	1
LIPT1	0	0	0	0	1	0	0	0	0	1	1	1
LMBRD1	0	0	0	0	1	0	0	0	0	1	1	1
LMNTD1	0	0	0	0	1	0	0	0	0	1	1	1
LMNTD2	0	0	0	0	1	0	0	0	0	1	1	1
LMOD2	0	0	1	0	0	0	0	0	0	1	1	1
LMTK3	0	0	0	0	1	0	0	0	0	1	1	1
LOXL4	0	0	0	0	1	0	0	0	0	1	1	1
LPA	0	0	0	0	1	0	0	0	0	1	1	1
LPAR2	0	0	0	0	1	0	0	0	0	1	1	1
LPCAT1	0	1	0	0	0	0	0	0	0	1	1	1
LPO	0	0	0	0	1	0	0	0	0	1	1	1
LRFN4	0	0	0	0	1	0	0	0	0	1	1	1
LRGUK	0	0	0	0	1	0	0	0	0	1	1	1
LRIG3	0	0	0	0	1	0	0	0	0	1	1	1
LRP10	0	0	0	0	1	0	0	0	0	1	1	1
LRP4	0	0	0	0	1	0	0	0	0	1	1	1
LRRC14B	0	0	0	0	1	0	0	0	0	1	1	1
LRRC3C	0	0	0	0	1	0	0	0	0	1	1	1
LRRC45	0	0	0	0	1	0	0	0	0	1	1	1
LRRC59	0	0	0	0	1	0	0	0	0	1	1	1
LRRCC1	0	0	0	0	1	0	0	0	0	1	1	1
LRRK2	0	0	0	0	1	0	0	0	0	1	1	1
LRRTM2	0	0	0	0	1	0	0	0	0	1	1	1
LRRTM4	0	0	0	0	1	0	0	0	0	1	1	1
LRSAM1	0	0	0	0	1	0	0	0	0	1	1	1
LRTM2	0	0	0	0	1	0	0	0	0	1	1	1
LSAMP	0	0	0	0	1	0	0	0	0	1	1	1
LSG1	0	0	0	0	1	0	0	0	0	1	1	1
LSM14A	0	0	0	0	1	0	0	0	0	1	1	1
LSP1	0	0	0	0	1	0	0	0	0	1	1	1
LTB4R	0	0	0	0	1	0	0	0	0	1	1	1
LTB4R2	0	0	0	0	0	1	0	0	0	1	1	1
LTBP1	0	0	0	0	1	0	0	0	0	1	1	1
LTBP2	0	1	0	0	0	0	0	0	0	1	1	1
LTBP3	0	0	0	0	1	0	0	0	0	1	1	1
LTBP4	0	0	0	0	1	0	0	0	0	1	1	1
LTBR	0	0	0	0	1	0	0	0	0	1	1	1
LY75	0	0	0	0	0	1	0	0	0	1	1	1
LY86	0	0	0	0	1	0	0	0	0	1	1	1
LYL1	0	0	0	0	1	0	0	0	0	1	1	1
LYPLAL1	0	0	0	0	1	0	0	0	0	1	1	1
LYST	0	0	0	0	1	0	0	0	0	1	1	1
LYZL2	0	0	0	0	1	0	0	0	0	1	1	1
